COMPETITION_WYID,MATCH_WYID,TEAM_WYID,SHOTS,FOULS,CORNERS,REDCARDS,YELLOWCARDS,OFFSIDES,DRIBBLES,GOALS,XGPERSHOT,AVGDISTANCE,XG,PROGRESSIVERUNS,TOUCHESINBOX,FOULSSUFFERED,SHOTSONTARGET,SHOTSBLOCKED,SHOTSOUTSIDEBOX,SHOTSOUTSIDEBOXONTARGET,SHOTSONPOST,SHOTSWIDE,SHOTSFROMBOX,SHOTSFROMBOXONTARGET,FREEKICKS,SHOTSFROMDANGERZONE,TOTALTHROWINS,LEFTTHROWINS,RIGHTTHROWINS,MATCH_WYID,MATCHLABEL,DATE,DATEUTC,MATCHSTATUS,COMPETITION_WYID,SEASON_WYID,ROUND_WYID,GAMEWEEK
335,1699867,7458,11,9,4,0,1,2,65,0,0.077,20.7,0.8455,11,13,8,1,2,7,1,0,8,4,0,0,4,23,8,15,1699867,"Nordsjælland - SønderjyskE, 0 - 2",2015-07-17 17:00:00.000,2015-07-17 15:00:00.000,Played,335,9493,4165479,1
335,1699867,7499,12,8,4,0,0,0,28,2,0.083,22.6,0.9959,5,11,9,7,2,8,4,0,3,4,3,2,4,17,10,7,1699867,"Nordsjælland - SønderjyskE, 0 - 2",2015-07-17 17:00:00.000,2015-07-17 15:00:00.000,Played,335,9493,4165479,1
335,1699868,7456,5,14,2,0,1,2,19,0,0.069,14.1,0.3439,7,7,16,1,0,0,0,0,4,5,1,10,3,31,13,18,1699868,"Midtjylland - Viborg, 2 - 0",2015-07-18 15:00:00.000,2015-07-18 13:00:00.000,Played,335,9493,4165479,1
335,1699868,7455,12,16,4,0,1,1,32,2,0.077,22.2,0.9293,9,13,14,3,1,7,2,0,8,5,1,7,4,21,9,12,1699868,"Midtjylland - Viborg, 2 - 0",2015-07-18 15:00:00.000,2015-07-18 13:00:00.000,Played,335,9493,4165479,1
335,1699869,7460,14,10,4,0,1,0,38,3,0.097,20.9,1.359,11,16,8,8,3,6,2,0,3,8,6,0,4,18,10,8,1699869,"OB - Hobro, 3 - 0",2015-07-19 12:30:00.000,2015-07-19 10:30:00.000,Played,335,9493,4165479,1
335,1699869,7510,14,10,2,0,2,2,29,0,0.092,22.3,1.289,3,12,9,9,2,8,6,1,2,6,3,1,3,27,14,13,1699869,"OB - Hobro, 3 - 0",2015-07-19 12:30:00.000,2015-07-19 10:30:00.000,Played,335,9493,4165479,1
335,1699871,7453,11,20,8,0,1,4,15,1,0.089,19.6,0.9837,2,19,10,2,5,4,2,0,4,7,0,4,4,24,13,11,1699871,"AGF - Brøndby, 2 - 1",2015-07-19 17:00:00.000,2015-07-19 15:00:00.000,Played,335,9493,4165479,1
335,1699871,7457,10,10,3,0,2,2,15,2,0.119,20.5,1.188,2,8,19,5,2,4,1,0,3,6,4,2,4,14,4,10,1699871,"AGF - Brøndby, 2 - 1",2015-07-19 17:00:00.000,2015-07-19 15:00:00.000,Played,335,9493,4165479,1
335,1699872,7454,18,8,5,0,2,0,29,1,0.109,20.1,1.961,8,13,16,6,6,12,5,1,5,6,1,0,6,21,10,11,1699872,"AaB - Esbjerg, 1 - 1",2015-07-20 18:00:00.000,2015-07-20 16:00:00.000,Played,335,9493,4165479,1
335,1699872,7451,18,17,10,0,2,2,23,1,0.112,19.2,2.017,5,15,8,9,4,8,3,0,5,10,6,1,5,23,11,12,1699872,"AaB - Esbjerg, 1 - 1",2015-07-20 18:00:00.000,2015-07-20 16:00:00.000,Played,335,9493,4165479,1
335,1699873,7454,19,6,7,0,1,2,52,1,0.157,16.7,2.985,2,19,12,7,4,8,2,3,5,11,5,0,9,15,7,8,1699873,"Hobro - AaB, 0 - 1",2015-07-24 17:00:00.000,2015-07-24 15:00:00.000,Played,335,9493,4165479,2
335,1699873,7510,5,12,2,0,4,6,28,0,0.067,20.4,0.3348,8,7,6,3,0,2,1,0,2,3,2,1,1,17,8,9,1699873,"Hobro - AaB, 0 - 1",2015-07-24 17:00:00.000,2015-07-24 15:00:00.000,Played,335,9493,4165479,2
335,1699875,7462,10,7,1,0,1,6,20,3,0.183,19.1,1.832,4,11,10,4,2,6,2,0,4,4,2,0,3,24,13,11,1699875,"Randers - Nordsjælland, 3 - 0",2015-07-26 13:00:00.000,2015-07-26 11:00:00.000,Played,335,9493,4165479,2
335,1699875,7458,12,10,1,0,0,1,49,0,0.072,19.8,0.8671,9,11,7,3,1,6,0,0,8,6,3,0,4,24,8,16,1699875,"Randers - Nordsjælland, 3 - 0",2015-07-26 13:00:00.000,2015-07-26 11:00:00.000,Played,335,9493,4165479,2
335,1699876,7453,19,15,7,0,0,0,30,1,0.06,24.1,1.145,8,12,11,6,7,15,5,1,5,4,1,5,3,27,12,15,1699876,"Brøndby - OB, 1 - 2",2015-07-26 15:00:00.000,2015-07-26 13:00:00.000,Played,335,9493,4165479,2
335,1699876,7460,8,13,3,0,2,1,25,2,0.188,17.9,1.508,4,11,14,5,1,2,0,0,2,6,5,1,4,23,9,14,1699876,"Brøndby - OB, 1 - 2",2015-07-26 15:00:00.000,2015-07-26 13:00:00.000,Played,335,9493,4165479,2
335,1699877,7452,11,12,3,0,1,6,29,2,0.091,17.4,1.002,12,12,14,2,2,4,0,1,6,7,2,2,5,18,8,10,1699877,"Esbjerg - København, 1 - 2",2015-07-26 17:00:00.000,2015-07-26 15:00:00.000,Played,335,9493,4165479,2
335,1699877,7451,10,14,2,0,1,1,27,1,0.125,18.1,1.254,4,14,11,3,3,4,1,0,4,6,2,1,5,19,9,10,1699877,"Esbjerg - København, 1 - 2",2015-07-26 17:00:00.000,2015-07-26 15:00:00.000,Played,335,9493,4165479,2
335,1699878,7457,11,12,3,1,2,2,15,0,0.057,22.7,0.6247,5,6,13,2,3,8,0,0,6,3,2,5,3,21,12,9,1699878,"Viborg - AGF, 0 - 0",2015-07-27 18:00:00.000,2015-07-27 16:00:00.000,Played,335,9493,4165479,2
335,1699878,7456,11,14,4,0,1,3,15,0,0.04,25.7,0.4413,10,12,11,4,1,8,4,0,6,3,0,3,2,24,14,10,1699878,"Viborg - AGF, 0 - 0",2015-07-27 18:00:00.000,2015-07-27 16:00:00.000,Played,335,9493,4165479,2
335,1699879,7451,19,12,5,0,2,2,55,1,0.119,18.5,2.268,16,23,12,4,10,8,1,0,5,11,3,3,9,25,16,9,1699879,"Viborg - Esbjerg, 2 - 1",2015-07-31 17:00:00.000,2015-07-31 15:00:00.000,Played,335,9493,4165479,3
335,1699879,7456,17,12,4,0,2,3,37,2,0.166,16.9,2.818,5,18,12,5,5,5,2,0,7,12,3,3,6,23,6,17,1699879,"Viborg - Esbjerg, 2 - 1",2015-07-31 17:00:00.000,2015-07-31 15:00:00.000,Played,335,9493,4165479,3
335,1699880,7455,19,15,11,0,2,0,47,1,0.073,20,1.387,4,19,11,5,5,12,4,1,8,7,1,7,5,23,12,11,1699880,"Midtjylland - OB, 1 - 0",2015-07-31 19:30:00.000,2015-07-31 17:30:00.000,Played,335,9493,4165479,3
335,1699880,7460,6,13,0,0,5,0,26,0,0.079,19.2,0.4748,6,5,15,1,0,3,1,0,5,3,0,0,2,17,8,9,1699880,"Midtjylland - OB, 1 - 0",2015-07-31 19:30:00.000,2015-07-31 17:30:00.000,Played,335,9493,4165479,3
335,1699881,7462,10,12,6,2,4,3,10,2,0.123,15.1,1.234,7,12,13,4,4,2,0,1,1,8,4,3,6,21,9,12,1699881,"AGF - Randers, 3 - 2",2015-08-02 12:30:00.000,2015-08-02 10:30:00.000,Played,335,9493,4165479,3
335,1699881,7457,7,14,5,0,5,2,9,3,0.2,18.9,1.398,5,6,12,5,0,3,1,0,2,4,4,2,4,22,9,13,1699881,"AGF - Randers, 3 - 2",2015-08-02 12:30:00.000,2015-08-02 10:30:00.000,Played,335,9493,4165479,3
335,1699882,7452,14,10,6,0,2,3,32,3,0.141,20.8,1.978,8,14,12,7,2,7,3,0,5,7,4,1,5,17,7,10,1699882,"SønderjyskE - København, 1 - 3",2015-08-02 15:00:00.000,2015-08-02 13:00:00.000,Played,335,9493,4165479,3
335,1699882,7499,12,14,1,0,1,2,23,1,0.045,22.1,0.5457,3,15,8,2,3,6,0,1,6,6,2,2,3,22,13,9,1699882,"SønderjyskE - København, 1 - 3",2015-08-02 15:00:00.000,2015-08-02 13:00:00.000,Played,335,9493,4165479,3
335,1699883,7453,16,8,9,0,3,1,49,0,0.052,21.4,0.8345,25,26,10,2,8,9,0,0,6,7,2,4,6,33,14,19,1699883,"Brøndby - Hobro, 0 - 2",2015-08-02 17:00:00.000,2015-08-02 15:00:00.000,Played,335,9493,4165479,3
335,1699883,7510,12,11,6,0,1,2,41,2,0.066,24,0.7939,3,6,7,4,4,9,3,1,3,3,1,5,3,23,10,13,1699883,"Brøndby - Hobro, 0 - 2",2015-08-02 17:00:00.000,2015-08-02 15:00:00.000,Played,335,9493,4165479,3
335,1699884,7454,9,10,3,0,3,2,19,1,0.174,17.1,1.564,5,14,18,3,0,2,0,1,5,7,3,1,4,24,13,11,1699884,"Nordsjælland - AaB, 2 - 1",2015-08-03 18:00:00.000,2015-08-03 16:00:00.000,Played,335,9493,4165479,3
335,1699884,7458,15,19,6,0,1,1,25,2,0.114,18.4,1.718,10,13,9,5,4,8,1,0,6,7,4,1,6,18,12,6,1699884,"Nordsjælland - AaB, 2 - 1",2015-08-03 18:00:00.000,2015-08-03 16:00:00.000,Played,335,9493,4165479,3
335,1699885,7460,11,9,4,0,2,3,33,2,0.081,19,0.8886,6,13,14,4,1,4,1,0,6,7,3,2,4,20,11,9,1699885,"OB - AGF, 2 - 2",2015-08-07 17:00:00.000,2015-08-07 15:00:00.000,Played,335,9493,4165479,4
335,1699885,7457,17,15,6,0,2,1,29,2,0.044,25.4,0.7425,8,13,8,7,5,13,5,0,5,4,2,3,2,23,6,17,1699885,"OB - AGF, 2 - 2",2015-08-07 17:00:00.000,2015-08-07 15:00:00.000,Played,335,9493,4165479,4
335,1699886,7510,7,10,0,0,1,0,45,1,0.123,16.1,0.8622,4,8,11,2,0,2,0,0,5,5,2,6,5,20,10,10,1699886,"Hobro - Viborg, 1 - 1",2015-08-08 15:00:00.000,2015-08-08 13:00:00.000,Played,335,9493,4165479,4
335,1699886,7456,12,12,7,0,1,0,46,1,0.051,21.8,0.6106,12,11,7,3,3,7,1,0,6,5,2,1,3,27,12,15,1699886,"Hobro - Viborg, 1 - 1",2015-08-08 15:00:00.000,2015-08-08 13:00:00.000,Played,335,9493,4165479,4
335,1699887,7451,13,14,5,0,3,1,32,0,0.095,16.9,1.23,8,13,4,3,5,3,1,0,5,10,2,2,6,23,15,8,1699887,"Esbjerg - SønderjyskE, 0 - 4",2015-08-09 12:30:00.000,2015-08-09 10:30:00.000,Played,335,9493,4165479,4
335,1699887,7499,17,5,4,0,1,2,13,4,0.075,20.8,1.279,5,12,13,6,3,7,0,0,8,10,6,3,7,24,11,13,1699887,"Esbjerg - SønderjyskE, 0 - 4",2015-08-09 12:30:00.000,2015-08-09 10:30:00.000,Played,335,9493,4165479,4
335,1699888,7452,11,11,6,1,0,5,38,1,0.11,19.6,1.212,5,12,17,3,4,6,1,0,4,5,2,5,3,18,10,8,1699888,"København - Nordsjælland, 1 - 1",2015-08-09 15:00:00.000,2015-08-09 13:00:00.000,Played,335,9493,4165479,4
335,1699888,7458,10,18,2,0,2,0,41,1,0.068,20.7,0.6848,5,10,10,3,1,5,1,0,6,5,2,1,2,22,5,17,1699888,"København - Nordsjælland, 1 - 1",2015-08-09 15:00:00.000,2015-08-09 13:00:00.000,Played,335,9493,4165479,4
335,1699889,7453,11,12,4,0,2,2,42,3,0.148,20.2,1.627,7,9,13,6,1,5,2,0,4,6,4,3,5,29,12,17,1699889,"Randers - Brøndby, 3 - 3",2015-08-09 17:00:00.000,2015-08-09 15:00:00.000,Played,335,9493,4165479,4
335,1699889,7462,12,13,3,0,1,4,36,3,0.098,22,1.17,11,11,11,6,2,8,3,0,4,4,3,3,3,19,7,12,1699889,"Randers - Brøndby, 3 - 3",2015-08-09 17:00:00.000,2015-08-09 15:00:00.000,Played,335,9493,4165479,4
335,1699890,7455,17,8,11,0,2,6,24,2,0.096,20.1,1.633,4,18,12,7,3,9,3,0,7,8,4,5,4,31,19,12,1699890,"AaB - Midtjylland, 0 - 2",2015-08-10 18:00:00.000,2015-08-10 16:00:00.000,Played,335,9493,4165479,4
335,1699890,7454,6,12,8,0,2,0,27,0,0.182,13.4,1.091,7,11,8,1,2,1,0,0,3,5,1,1,3,19,8,11,1699890,"AaB - Midtjylland, 0 - 2",2015-08-10 18:00:00.000,2015-08-10 16:00:00.000,Played,335,9493,4165479,4
335,1699891,7455,5,15,3,0,2,5,12,0,0.032,24.4,0.161,4,11,11,1,4,3,1,0,0,2,0,0,0,26,9,17,1699891,"Midtjylland - København, 0 - 0",2015-08-14 17:00:00.000,2015-08-14 15:00:00.000,Played,335,9493,4165479,5
335,1699891,7452,10,12,10,0,3,1,19,0,0.04,18.1,0.4042,7,27,15,2,5,4,1,0,3,6,1,2,4,18,11,7,1699891,"Midtjylland - København, 0 - 0",2015-08-14 17:00:00.000,2015-08-14 15:00:00.000,Played,335,9493,4165479,5
335,1699892,7457,26,13,9,0,2,1,36,2,0.101,19.1,2.631,13,33,5,10,5,13,4,0,11,13,6,1,8,26,14,12,1699892,"AGF - AaB, 2 - 3",2015-08-15 15:00:00.000,2015-08-15 13:00:00.000,Played,335,9493,4165479,5
335,1699892,7454,10,6,1,0,1,1,30,3,0.17,16.6,1.703,4,12,11,6,1,4,2,1,2,6,4,2,5,21,14,7,1699892,"AGF - AaB, 2 - 3",2015-08-15 15:00:00.000,2015-08-15 13:00:00.000,Played,335,9493,4165479,5
335,1699893,7458,10,17,4,0,2,6,30,1,0.094,31.8,0.9362,5,20,11,5,0,4,1,0,5,6,4,0,1,20,6,14,1699893,"Nordsjælland - Esbjerg, 1 - 2",2015-08-16 12:30:00.000,2015-08-16 10:30:00.000,Played,335,9493,4165479,5
335,1699893,7451,8,11,4,0,1,2,29,2,0.034,23.9,0.2687,4,12,14,3,1,6,2,0,4,2,1,2,1,16,9,7,1699893,"Nordsjælland - Esbjerg, 1 - 2",2015-08-16 12:30:00.000,2015-08-16 10:30:00.000,Played,335,9493,4165479,5
335,1699894,7456,10,9,11,0,3,4,33,0,0.088,16.7,0.8812,5,18,12,3,2,4,2,1,4,6,1,6,4,18,12,6,1699894,"Viborg - Brøndby, 0 - 4",2015-08-16 15:00:00.000,2015-08-16 13:00:00.000,Played,335,9493,4165479,5
335,1699894,7453,14,13,0,0,1,0,25,4,0.148,18.4,2.068,2,15,6,7,1,5,0,0,6,9,7,2,3,20,12,8,1699894,"Viborg - Brøndby, 0 - 4",2015-08-16 15:00:00.000,2015-08-16 13:00:00.000,Played,335,9493,4165479,5
335,1699895,7460,12,5,4,0,3,5,27,2,0.087,21.2,1.04,14,14,8,6,2,7,2,0,4,5,4,5,5,22,11,11,1699895,"OB - Randers, 2 - 3",2015-08-16 17:00:00.000,2015-08-16 15:00:00.000,Played,335,9493,4165479,5
335,1699895,7462,13,11,9,0,1,0,26,3,0.184,17.2,2.397,6,12,5,5,4,3,0,0,4,10,5,3,9,21,15,6,1699895,"OB - Randers, 2 - 3",2015-08-16 17:00:00.000,2015-08-16 15:00:00.000,Played,335,9493,4165479,5
335,1699896,7499,13,13,7,0,2,1,19,3,0.116,17.2,1.507,3,29,15,8,3,4,2,0,2,9,6,5,5,28,10,18,1699896,"SønderjyskE - Hobro, 3 - 0",2015-08-17 18:00:00.000,2015-08-17 16:00:00.000,Played,335,9493,4165479,5
335,1699896,7510,9,16,3,0,2,3,16,0,0.06,21.3,0.5409,0,12,11,4,2,6,2,1,2,3,2,6,1,18,10,8,1699896,"SønderjyskE - Hobro, 3 - 0",2015-08-17 18:00:00.000,2015-08-17 16:00:00.000,Played,335,9493,4165479,5
335,1699897,7510,7,12,2,0,3,6,26,1,0.095,19.9,0.6644,4,6,10,2,2,5,1,0,3,2,1,1,2,23,9,14,1699897,"Hobro - Nordsjælland, 1 - 3",2015-08-21 17:30:00.000,2015-08-21 15:30:00.000,Played,335,9493,4165479,6
335,1699897,7458,16,10,3,0,3,2,61,3,0.168,16.9,2.695,10,16,11,9,0,6,3,1,6,10,6,6,7,24,11,13,1699897,"Hobro - Nordsjælland, 1 - 3",2015-08-21 17:30:00.000,2015-08-21 15:30:00.000,Played,335,9493,4165479,6
335,1699899,7462,7,8,2,0,0,2,32,0,0.063,19.6,0.4397,8,7,14,2,3,3,0,0,2,4,2,4,2,31,19,12,1699899,"Randers - Viborg, 0 - 1",2015-08-23 12:30:00.000,2015-08-23 10:30:00.000,Played,335,9493,4165479,6
335,1699899,7456,14,14,7,1,3,1,29,1,0.202,18,2.832,5,15,7,6,3,6,3,0,5,8,3,4,6,23,13,10,1699899,"Randers - Viborg, 0 - 1",2015-08-23 12:30:00.000,2015-08-23 10:30:00.000,Played,335,9493,4165479,6
335,1699900,7499,8,10,2,0,2,3,18,0,0.038,23.4,0.3033,2,8,13,3,2,6,1,0,3,2,2,4,1,15,4,11,1699900,"Brøndby - SønderjyskE, 1 - 0",2015-08-23 15:00:00.000,2015-08-23 13:00:00.000,Played,335,9493,4165479,6
335,1699900,7453,17,13,7,0,5,2,29,1,0.097,20,1.653,13,19,9,5,5,8,1,1,6,9,4,4,7,20,9,11,1699900,"Brøndby - SønderjyskE, 1 - 0",2015-08-23 15:00:00.000,2015-08-23 13:00:00.000,Played,335,9493,4165479,6
335,1699901,7452,13,10,2,0,1,1,31,2,0.121,18.8,1.575,2,19,15,5,3,6,3,0,5,7,2,1,6,19,10,9,1699901,"København - AGF, 2 - 2",2015-08-23 17:00:00.000,2015-08-23 15:00:00.000,Played,335,9493,4165479,6
335,1699901,7457,16,15,4,0,3,3,18,2,0.061,23.2,0.9691,5,11,10,6,3,12,3,0,7,4,3,2,2,30,8,22,1699901,"København - AGF, 2 - 2",2015-08-23 17:00:00.000,2015-08-23 15:00:00.000,Played,335,9493,4165479,6
335,1699898,7455,14,7,1,0,1,2,8,1,0.055,19.2,0.7711,3,14,14,5,2,6,2,1,6,8,3,7,6,26,16,10,1699898,"Esbjerg - Midtjylland, 1 - 1",2015-08-23 19:30:00.000,2015-08-23 17:30:00.000,Played,335,9493,4165479,6
335,1699898,7451,11,14,5,0,4,3,8,1,0.094,18,1.039,4,14,7,3,3,4,1,0,5,7,2,1,3,28,13,15,1699898,"Esbjerg - Midtjylland, 1 - 1",2015-08-23 19:30:00.000,2015-08-23 17:30:00.000,Played,335,9493,4165479,6
335,1699902,7454,18,10,6,0,0,0,37,5,0.141,17.8,2.534,10,16,7,11,4,9,4,0,3,9,7,1,7,18,10,8,1699902,"AaB - OB, 5 - 1",2015-08-24 18:00:00.000,2015-08-24 16:00:00.000,Played,335,9493,4165479,6
335,1699902,7460,8,7,3,0,1,1,19,1,0.045,25.6,0.3573,7,2,10,4,2,7,3,0,2,1,1,2,1,16,12,4,1699902,"AaB - OB, 5 - 1",2015-08-24 18:00:00.000,2015-08-24 16:00:00.000,Played,335,9493,4165479,6
335,1699903,7457,22,7,9,0,0,4,26,0,0.053,22.3,1.156,6,18,5,4,7,15,1,0,11,7,3,0,2,29,12,17,1699903,"AGF - Esbjerg, 0 - 0",2015-08-28 17:00:00.000,2015-08-28 15:00:00.000,Played,335,9493,4165479,7
335,1699903,7451,6,5,3,0,0,1,13,0,0.122,17.4,0.7341,3,10,7,3,1,3,2,0,2,3,1,1,2,23,15,8,1699903,"AGF - Esbjerg, 0 - 0",2015-08-28 17:00:00.000,2015-08-28 15:00:00.000,Played,335,9493,4165479,7
335,1699904,7456,11,11,5,0,3,2,22,1,0.065,23.1,0.7199,6,15,9,3,5,7,2,0,3,4,1,2,3,29,10,19,1699904,"SønderjyskE - Viborg, 2 - 1",2015-08-29 15:00:00.000,2015-08-29 13:00:00.000,Played,335,9493,4165479,7
335,1699904,7499,11,9,3,0,1,1,11,2,0.077,20.1,0.8456,2,12,11,4,2,4,1,0,5,7,3,4,5,22,12,10,1699904,"SønderjyskE - Viborg, 2 - 1",2015-08-29 15:00:00.000,2015-08-29 13:00:00.000,Played,335,9493,4165479,7
335,1699905,7462,11,11,3,0,1,6,24,2,0.117,16.9,1.289,11,17,6,5,2,4,2,1,3,7,3,1,6,18,5,13,1699905,"AaB - Randers, 0 - 2",2015-08-30 12:30:00.000,2015-08-30 10:30:00.000,Played,335,9493,4165479,7
335,1699905,7454,10,6,6,0,3,0,19,0,0.168,15.3,1.677,7,19,11,3,2,3,0,1,4,7,3,0,6,17,9,8,1699905,"AaB - Randers, 0 - 2",2015-08-30 12:30:00.000,2015-08-30 10:30:00.000,Played,335,9493,4165479,7
335,1699906,7453,13,8,7,0,0,4,27,2,0.185,16.2,2.407,6,15,13,6,2,3,1,0,5,10,5,2,7,18,9,9,1699906,"Nordsjælland - Brøndby, 0 - 2",2015-08-30 15:00:00.000,2015-08-30 13:00:00.000,Played,335,9493,4165479,7
335,1699906,7458,11,13,3,1,2,7,29,0,0.072,21,0.788,5,13,8,3,2,6,2,0,6,5,1,2,2,12,5,7,1699906,"Nordsjælland - Brøndby, 0 - 2",2015-08-30 15:00:00.000,2015-08-30 13:00:00.000,Played,335,9493,4165479,7
335,1699907,7460,11,9,4,0,2,1,60,1,0.088,19.6,0.9649,12,8,5,6,2,6,3,0,3,5,3,1,2,13,6,7,1699907,"OB - København, 1 - 0",2015-08-30 17:00:00.000,2015-08-30 15:00:00.000,Played,335,9493,4165479,7
335,1699907,7452,22,12,11,0,0,0,47,0,0.077,18,1.694,7,23,8,7,5,10,2,0,10,12,5,2,6,21,5,16,1699907,"OB - København, 1 - 0",2015-08-30 17:00:00.000,2015-08-30 15:00:00.000,Played,335,9493,4165479,7
335,1699908,7510,16,20,0,0,1,5,24,0,0.095,18.7,1.513,6,14,7,0,3,8,0,0,13,8,0,3,5,27,8,19,1699908,"Midtjylland - Hobro, 2 - 0",2015-08-30 19:30:00.000,2015-08-30 17:30:00.000,Played,335,9493,4165479,7
335,1699908,7455,13,8,4,0,1,1,29,2,0.117,16.6,1.519,6,13,17,6,3,5,3,0,4,8,3,6,6,21,11,10,1699908,"Midtjylland - Hobro, 2 - 0",2015-08-30 19:30:00.000,2015-08-30 17:30:00.000,Played,335,9493,4165479,7
335,1699911,7456,9,22,5,0,2,3,18,0,0.053,25.7,0.4726,7,7,12,2,2,7,1,0,5,2,1,2,2,16,11,5,1699911,"Viborg - Nordsjælland, 0 - 1",2015-09-12 15:00:00.000,2015-09-12 13:00:00.000,Played,335,9493,4165479,8
335,1699911,7458,14,13,4,0,3,1,38,1,0.07,24,0.9746,7,12,22,2,4,11,1,0,8,3,1,4,3,20,8,12,1699911,"Viborg - Nordsjælland, 0 - 1",2015-09-12 15:00:00.000,2015-09-12 13:00:00.000,Played,335,9493,4165479,8
335,1699910,7462,18,12,11,0,2,2,22,1,0.07,16.6,1.253,11,34,10,3,6,7,1,0,9,11,2,2,10,26,14,12,1699910,"Randers - SønderjyskE, 1 - 0",2015-09-13 12:30:00.000,2015-09-13 10:30:00.000,Played,335,9493,4165479,8
335,1699910,7499,2,10,4,1,2,0,19,0,0.038,27.7,0.0753,7,6,12,0,0,2,0,0,2,0,0,6,0,14,10,4,1699910,"Randers - SønderjyskE, 1 - 0",2015-09-13 12:30:00.000,2015-09-13 10:30:00.000,Played,335,9493,4165479,8
335,1699912,7453,17,20,10,0,2,0,43,0,0.083,19.8,1.412,8,20,10,5,7,8,3,1,4,9,2,5,5,23,9,14,1699912,"Brøndby - Midtjylland, 0 - 0",2015-09-13 17:00:00.000,2015-09-13 15:00:00.000,Played,335,9493,4165479,8
335,1699912,7455,10,11,1,0,2,1,32,0,0.069,18.1,0.6929,5,11,19,3,2,4,0,0,5,6,3,6,4,22,11,11,1699912,"Brøndby - Midtjylland, 0 - 0",2015-09-13 17:00:00.000,2015-09-13 15:00:00.000,Played,335,9493,4165479,8
335,1699909,7460,12,10,7,0,0,1,31,2,0.164,13.9,1.969,4,22,11,2,2,2,0,2,6,10,2,3,8,15,7,8,1699909,"Esbjerg - OB, 4 - 2",2015-09-14 18:00:00.000,2015-09-14 16:00:00.000,Played,335,9493,4165479,8
335,1699909,7451,16,12,3,0,3,0,22,4,0.087,17.7,1.385,5,17,10,7,4,6,2,0,5,10,5,4,7,18,9,9,1699909,"Esbjerg - OB, 4 - 2",2015-09-14 18:00:00.000,2015-09-14 16:00:00.000,Played,335,9493,4165479,8
335,1699870,7452,9,15,5,0,1,1,45,3,0.206,13.3,1.853,7,12,11,5,1,2,1,0,4,7,4,1,7,25,11,14,1699870,"København - Randers, 3 - 0",2015-09-16 17:30:00.000,2015-09-16 15:30:00.000,Played,335,9493,4165479,1
335,1699870,7462,11,14,1,0,2,1,28,0,0.059,20.1,0.6539,5,12,13,3,3,5,0,0,5,6,3,2,4,26,9,17,1699870,"København - Randers, 3 - 0",2015-09-16 17:30:00.000,2015-09-16 15:30:00.000,Played,335,9493,4165479,1
335,1699920,7499,15,9,8,0,1,0,18,2,0.112,17.2,1.683,2,12,10,3,7,8,1,1,4,7,2,5,6,24,8,16,1699920,"AGF - SønderjyskE, 1 - 2",2015-09-18 17:00:00.000,2015-09-18 15:00:00.000,Played,335,9493,4165479,9
335,1699920,7457,8,10,7,0,0,4,30,1,0.159,13.1,1.275,6,14,9,4,0,1,0,1,3,7,4,3,6,19,9,10,1699920,"AGF - SønderjyskE, 1 - 2",2015-09-18 17:00:00.000,2015-09-18 15:00:00.000,Played,335,9493,4165479,9
335,1699919,7460,8,7,1,0,2,1,28,2,0.145,21.6,1.163,8,9,11,4,1,5,2,0,3,3,2,2,3,16,11,5,1699919,"OB - Viborg, 2 - 0",2015-09-19 15:00:00.000,2015-09-19 13:00:00.000,Played,335,9493,4165479,9
335,1699919,7456,12,11,3,1,1,1,32,0,0.054,24.8,0.6432,10,12,7,2,5,10,1,0,5,2,1,5,0,30,10,20,1699919,"OB - Viborg, 2 - 0",2015-09-19 15:00:00.000,2015-09-19 13:00:00.000,Played,335,9493,4165479,9
335,1699917,7458,3,12,1,0,5,1,29,1,0.037,22.1,0.1125,4,8,9,3,0,2,2,0,0,1,1,0,0,24,13,11,1699917,"Midtjylland - Nordsjælland, 0 - 1",2015-09-20 12:30:00.000,2015-09-20 10:30:00.000,Played,335,9493,4165479,9
335,1699917,7455,11,10,4,0,2,4,31,0,0.073,18,0.8056,2,13,10,1,3,4,0,0,7,7,1,4,4,29,16,13,1699917,"Midtjylland - Nordsjælland, 0 - 1",2015-09-20 12:30:00.000,2015-09-20 10:30:00.000,Played,335,9493,4165479,9
335,1699916,7510,3,17,1,0,4,1,17,0,0.133,16.8,0.398,3,4,5,0,0,1,0,1,2,2,0,3,2,23,7,16,1699916,"København - Hobro, 1 - 0",2015-09-20 15:00:00.000,2015-09-20 13:00:00.000,Played,335,9493,4165479,9
335,1699916,7452,14,6,9,0,0,5,56,1,0.14,13,1.962,8,21,16,7,0,2,2,2,5,12,5,3,9,36,24,12,1699916,"København - Hobro, 1 - 0",2015-09-20 15:00:00.000,2015-09-20 13:00:00.000,Played,335,9493,4165479,9
335,1699918,7454,10,11,3,0,2,2,22,4,0.126,20,1.26,7,10,17,5,1,5,1,1,3,5,4,1,2,12,5,7,1699918,"AaB - Brøndby, 4 - 1",2015-09-20 17:00:00.000,2015-09-20 15:00:00.000,Played,335,9493,4165479,9
335,1699918,7453,16,18,3,0,4,2,17,1,0.143,21,2.288,7,16,11,8,3,7,3,0,5,9,5,5,5,22,11,11,1699918,"AaB - Brøndby, 4 - 1",2015-09-20 17:00:00.000,2015-09-20 15:00:00.000,Played,335,9493,4165479,9
