COMPETITION_WYID,MATCH_WYID,TEAM_WYID,SHOTS,FOULS,CORNERS,REDCARDS,YELLOWCARDS,OFFSIDES,DRIBBLES,GOALS,XGPERSHOT,AVGDISTANCE,XG,PROGRESSIVERUNS,TOUCHESINBOX,FOULSSUFFERED,SHOTSONTARGET,SHOTSBLOCKED,SHOTSOUTSIDEBOX,SHOTSOUTSIDEBOXONTARGET,SHOTSONPOST,SHOTSWIDE,SHOTSFROMBOX,SHOTSFROMBOXONTARGET,FREEKICKS,SHOTSFROMDANGERZONE,TOTALTHROWINS,LEFTTHROWINS,RIGHTTHROWINS,MATCH_WYID,MATCHLABEL,DATE,DATEUTC,MATCHSTATUS,COMPETITION_WYID,SEASON_WYID,ROUND_WYID,GAMEWEEK
335,5345459,7453,16,8,6,0,3,4,27,2,0.141,18,2.262,13,26,11,5,5,7,0,0,6,9,5,1,9,28,14,14,5345459,"AGF - Brøndby, 2 - 2",2022-10-23 18:00:00.000,2022-10-23 16:00:00.000,Played,335,188039,4426706,14
335,5345461,7454,6,8,1,0,2,1,12,1,0.103,16.3,0.6204,8,7,16,2,1,2,1,0,3,4,1,3,3,26,7,19,5345461,"AaB - Viborg, 1 - 3",2022-10-24 19:00:00.000,2022-10-24 17:00:00.000,Played,335,188039,4426706,14
335,5345461,7456,11,16,4,0,2,0,19,3,0.145,17.7,1.592,6,15,8,5,1,6,2,0,5,5,3,1,5,20,10,10,5345461,"AaB - Viborg, 1 - 3",2022-10-24 19:00:00.000,2022-10-24 17:00:00.000,Played,335,188039,4426706,14
335,5345470,7458,19,7,10,0,1,2,40,2,0.176,17.5,3.336,20,38,11,6,4,7,1,0,9,12,5,4,8,20,10,10,5345470,"Nordsjælland - Horsens, 2 - 0",2022-10-28 19:00:00.000,2022-10-28 17:00:00.000,Played,335,188039,4426706,15
335,5345470,7465,0,11,2,1,3,0,37,0,0,0,0,10,4,6,0,0,0,0,0,0,0,0,1,0,20,14,6,5345470,"Nordsjælland - Horsens, 2 - 0",2022-10-28 19:00:00.000,2022-10-28 17:00:00.000,Played,335,188039,4426706,15
335,5345468,7462,19,9,7,0,1,1,34,0,0.093,18.8,1.771,20,23,9,3,4,10,2,0,12,9,1,4,7,26,13,13,5345468,"Randers - København, 0 - 2",2022-10-29 16:00:00.000,2022-10-29 14:00:00.000,Played,335,188039,4426706,15
335,5345468,7452,11,10,1,0,4,3,23,2,0.145,18.5,1.592,16,15,8,5,1,5,2,0,5,6,3,1,5,16,9,7,5345468,"Randers - København, 0 - 2",2022-10-29 16:00:00.000,2022-10-29 14:00:00.000,Played,335,188039,4426706,15
335,5345467,7484,9,10,4,0,1,0,21,0,0.101,20.3,0.9059,7,11,16,2,5,5,1,0,2,4,1,4,2,18,5,13,5345467,"Lyngby - AGF, 0 - 1",2022-10-30 14:00:00.000,2022-10-30 13:00:00.000,Played,335,188039,4426706,15
335,5345467,7457,11,17,4,0,3,3,26,1,0.141,19.3,1.551,19,26,8,6,0,6,3,0,5,5,3,6,4,26,13,13,5345467,"Lyngby - AGF, 0 - 1",2022-10-30 14:00:00.000,2022-10-30 13:00:00.000,Played,335,188039,4426706,15
335,5345466,7456,9,11,3,0,3,1,21,2,0.192,15.4,1.726,6,14,7,3,4,1,0,0,2,8,3,2,7,16,7,9,5345466,"Silkeborg - Viborg, 1 - 2",2022-10-30 16:00:00.000,2022-10-30 15:00:00.000,Played,335,188039,4426706,15
335,5345466,7461,9,8,5,0,0,0,6,1,0.205,17.2,1.841,11,14,9,4,1,5,1,1,3,4,3,0,3,14,7,7,5345466,"Silkeborg - Viborg, 1 - 2",2022-10-30 16:00:00.000,2022-10-30 15:00:00.000,Played,335,188039,4426706,15
335,5345469,7454,16,13,6,0,1,1,27,2,0.109,19.5,1.745,12,17,9,5,4,8,1,1,6,8,4,3,5,25,14,11,5345469,"Brøndby - AaB, 3 - 2",2022-10-30 18:00:00.000,2022-10-30 17:00:00.000,Played,335,188039,4426706,15
335,5345469,7453,9,9,2,0,1,2,25,3,0.066,22.8,0.5926,9,14,12,3,4,6,1,0,2,3,2,4,3,32,14,18,5345469,"Brøndby - AaB, 3 - 2",2022-10-30 18:00:00.000,2022-10-30 17:00:00.000,Played,335,188039,4426706,15
335,5345465,7455,11,10,9,0,0,2,36,1,0.178,16.5,1.958,20,24,11,2,4,3,0,0,5,8,2,2,7,11,4,7,5345465,"Midtjylland - OB, 1 - 2",2022-10-31 19:00:00.000,2022-10-31 18:00:00.000,Played,335,188039,4426706,15
335,5345465,7460,15,12,9,0,2,1,37,2,0.197,13.4,2.955,14,24,10,5,4,1,1,0,6,14,4,5,8,25,15,10,5345465,"Midtjylland - OB, 1 - 2",2022-10-31 19:00:00.000,2022-10-31 18:00:00.000,Played,335,188039,4426706,15
335,5345474,7462,7,5,4,0,0,3,28,1,0.054,18,0.3753,8,10,7,2,2,4,0,0,3,3,2,1,2,24,6,18,5345474,"Horsens - Randers, 5 - 1",2022-11-04 19:00:00.000,2022-11-04 18:00:00.000,Played,335,188039,4426706,16
335,5345474,7465,9,9,8,0,1,2,32,5,0.256,12.5,2.308,14,28,5,7,0,1,1,0,2,8,6,0,6,25,10,15,5345474,"Horsens - Randers, 5 - 1",2022-11-04 19:00:00.000,2022-11-04 18:00:00.000,Played,335,188039,4426706,16
335,5345476,7456,17,11,4,0,1,2,26,1,0.074,19.1,1.254,13,16,9,6,3,9,3,0,8,8,3,4,5,22,11,11,5345476,"Viborg - AGF, 1 - 1",2022-11-06 14:00:00.000,2022-11-06 13:00:00.000,Played,335,188039,4426706,16
335,5345473,7454,11,12,7,0,0,5,34,1,0.083,19.8,0.9101,15,19,4,3,2,5,1,0,6,6,2,2,5,24,10,14,5345473,"AaB - Silkeborg, 1 - 2",2022-11-06 14:00:00.000,2022-11-06 13:00:00.000,Played,335,188039,4426706,16
335,5345476,7457,9,9,1,0,3,1,17,1,0.192,16.6,1.725,9,17,9,4,2,3,0,0,3,6,4,1,6,13,6,7,5345476,"Viborg - AGF, 1 - 1",2022-11-06 14:00:00.000,2022-11-06 13:00:00.000,Played,335,188039,4426706,16
335,5345473,7461,10,4,1,0,0,1,29,2,0.052,23,0.5177,9,14,11,4,5,3,0,0,1,7,4,0,1,22,6,16,5345473,"AaB - Silkeborg, 1 - 2",2022-11-06 14:00:00.000,2022-11-06 13:00:00.000,Played,335,188039,4426706,16
335,5345472,7452,13,7,7,0,2,1,35,3,0.193,14.5,2.508,22,26,13,7,2,4,2,1,3,9,5,2,7,15,6,9,5345472,"København - Lyngby, 3 - 0",2022-11-06 16:00:00.000,2022-11-06 15:00:00.000,Played,335,188039,4426706,16
335,5345472,7484,8,14,3,0,3,1,34,0,0.067,23.9,0.5375,18,15,7,2,2,5,2,0,4,3,0,2,1,24,7,17,5345472,"København - Lyngby, 3 - 0",2022-11-06 16:00:00.000,2022-11-06 15:00:00.000,Played,335,188039,4426706,16
335,5345475,7453,16,12,5,0,2,0,26,1,0.097,16.9,1.549,10,30,4,3,5,6,0,0,8,10,3,0,5,28,10,18,5345475,"OB - Brøndby, 1 - 1",2022-11-06 18:00:00.000,2022-11-06 17:00:00.000,Played,335,188039,4426706,16
335,5345475,7460,10,4,5,0,1,1,30,1,0.076,17.9,0.7589,24,17,12,3,1,4,0,1,5,6,3,2,5,19,11,8,5345475,"OB - Brøndby, 1 - 1",2022-11-06 18:00:00.000,2022-11-06 17:00:00.000,Played,335,188039,4426706,16
335,5345471,7455,6,9,4,0,2,0,27,0,0.063,22.8,0.3752,22,9,9,1,3,4,0,0,2,2,1,3,1,27,14,13,5345471,"Midtjylland - Nordsjælland, 0 - 0",2022-11-07 19:00:00.000,2022-11-07 18:00:00.000,Played,335,188039,4426706,16
335,5345471,7458,8,9,6,0,2,0,27,0,0.14,19,1.123,20,12,8,2,4,3,0,0,2,5,2,0,3,23,11,12,5345471,"Midtjylland - Nordsjælland, 0 - 0",2022-11-07 19:00:00.000,2022-11-07 18:00:00.000,Played,335,188039,4426706,16
335,5345482,7484,13,7,3,0,1,1,12,2,0.124,17.9,1.608,16,11,6,4,3,5,1,0,6,8,3,3,5,13,5,8,5345482,"Silkeborg - Lyngby, 0 - 2",2022-11-12 16:00:00.000,2022-11-12 15:00:00.000,Played,335,188039,4426706,17
335,5345482,7461,19,7,9,0,1,0,15,0,0.071,19.1,1.341,22,28,7,3,7,7,1,1,8,12,2,1,6,20,15,5,5345482,"Silkeborg - Lyngby, 0 - 2",2022-11-12 16:00:00.000,2022-11-12 15:00:00.000,Played,335,188039,4426706,17
335,5345478,7457,8,9,7,0,0,2,14,0,0.07,22.3,0.5627,13,16,12,2,4,5,2,0,2,3,0,5,1,20,7,13,5345478,"AGF - København, 0 - 2",2022-11-13 14:00:00.000,2022-11-13 13:00:00.000,Played,335,188039,4426706,17
335,5345478,7452,12,13,4,0,3,2,19,2,0.103,17.9,1.231,10,14,9,6,1,5,3,1,4,7,3,2,3,21,15,6,5345478,"AGF - København, 0 - 2",2022-11-13 14:00:00.000,2022-11-13 13:00:00.000,Played,335,188039,4426706,17
335,5345479,7465,9,5,3,0,3,0,34,3,0.088,18.1,0.7909,23,30,9,4,4,5,0,0,1,4,4,2,4,26,11,15,5345479,"Horsens - OB, 3 - 3",2022-11-13 14:00:00.000,2022-11-13 13:00:00.000,Played,335,188039,4426706,17
335,5345479,7460,15,10,8,0,2,3,38,3,0.187,13.9,2.806,19,24,5,7,4,1,1,0,4,14,6,4,9,19,10,9,5345479,"Horsens - OB, 3 - 3",2022-11-13 14:00:00.000,2022-11-13 13:00:00.000,Played,335,188039,4426706,17
335,5345477,7456,16,11,8,0,3,0,12,2,0.12,17.6,1.927,17,16,7,9,5,7,4,0,2,9,5,4,7,26,15,11,5345477,"Brøndby - Viborg, 0 - 2",2022-11-13 16:00:00.000,2022-11-13 15:00:00.000,Played,335,188039,4426706,17
335,5345477,7453,14,7,6,0,4,2,29,0,0.15,19.1,2.105,12,27,10,4,5,8,1,0,5,6,3,3,3,23,7,16,5345477,"Brøndby - Viborg, 0 - 2",2022-11-13 16:00:00.000,2022-11-13 15:00:00.000,Played,335,188039,4426706,17
335,5345481,7454,5,12,3,0,2,3,6,1,0.103,18.5,0.5152,15,14,7,2,2,2,1,0,1,3,1,3,2,14,6,8,5345481,"Nordsjælland - AaB, 5 - 1",2022-11-13 18:00:00.000,2022-11-13 17:00:00.000,Played,335,188039,4426706,17
335,5345481,7458,15,7,3,0,1,3,9,5,0.168,17.4,2.517,7,14,12,8,0,7,3,0,7,8,5,4,7,19,8,11,5345481,"Nordsjælland - AaB, 5 - 1",2022-11-13 18:00:00.000,2022-11-13 17:00:00.000,Played,335,188039,4426706,17
335,5345480,7455,6,9,5,0,0,3,24,0,0.088,19.9,0.5284,14,10,9,2,1,3,1,0,3,3,1,3,1,20,14,6,5345480,"Randers - Midtjylland, 0 - 0",2022-11-13 20:00:00.000,2022-11-13 19:00:00.000,Played,335,188039,4426706,17
335,5345480,7462,16,10,6,0,0,2,26,0,0.049,23.2,0.7792,18,17,7,2,7,9,1,0,7,7,1,0,2,22,15,7,5345480,"Randers - Midtjylland, 0 - 0",2022-11-13 20:00:00.000,2022-11-13 19:00:00.000,Played,335,188039,4426706,17
335,5345484,7457,11,11,5,0,2,2,25,1,0.041,23.9,0.4513,5,13,8,3,1,7,0,1,5,4,3,3,0,25,13,12,5345484,"AaB - AGF, 0 - 1",2023-02-17 19:00:00.000,2023-02-17 18:00:00.000,Played,335,188039,4426706,18
335,5345484,7454,5,8,7,0,2,0,25,0,0.11,14.8,0.5514,8,9,10,1,4,0,0,0,0,5,1,2,4,33,25,8,5345484,"AaB - AGF, 0 - 1",2023-02-17 19:00:00.000,2023-02-17 18:00:00.000,Played,335,188039,4426706,18
335,5345486,7484,12,14,5,0,1,1,18,1,0.12,19.9,1.434,9,14,15,4,3,7,2,2,3,5,2,5,3,21,8,13,5345486,"Lyngby - Nordsjælland, 1 - 1",2023-02-19 14:00:00.000,2023-02-19 13:00:00.000,Played,335,188039,4426706,18
335,5345486,7458,15,15,8,1,1,0,24,1,0.128,19.1,1.916,12,30,14,3,6,9,1,0,6,6,2,6,4,22,14,8,5345486,"Lyngby - Nordsjælland, 1 - 1",2023-02-19 14:00:00.000,2023-02-19 13:00:00.000,Played,335,188039,4426706,18
335,5345485,7462,11,19,4,0,2,1,30,0,0.058,20.1,0.6345,12,13,11,2,5,5,1,0,4,6,1,4,3,33,16,17,5345485,"OB - Randers, 0 - 0",2023-02-19 14:00:00.000,2023-02-19 13:00:00.000,Played,335,188039,4426706,18
335,5345485,7460,7,13,4,0,1,0,24,0,0.131,18.4,0.9137,14,15,16,4,1,4,3,1,1,3,1,5,2,29,14,15,5345485,"OB - Randers, 0 - 0",2023-02-19 14:00:00.000,2023-02-19 13:00:00.000,Played,335,188039,4426706,18
335,5345488,7461,13,9,6,0,0,0,8,0,0.152,15.5,1.971,27,28,3,5,7,2,0,0,1,11,5,0,5,14,9,5,5345488,"Silkeborg - København, 0 - 3",2023-02-19 16:00:00.000,2023-02-19 15:00:00.000,Played,335,188039,4426706,18
335,5345488,7452,11,3,2,0,0,0,30,3,0.119,19.5,1.314,26,14,9,7,2,6,4,0,2,5,3,1,3,14,5,9,5345488,"Silkeborg - København, 0 - 3",2023-02-19 16:00:00.000,2023-02-19 15:00:00.000,Played,335,188039,4426706,18
335,5345483,7453,17,3,6,0,0,0,19,5,0.262,13.5,4.447,27,30,7,10,4,2,0,0,3,15,10,2,8,28,13,15,5345483,"Brøndby - Horsens, 5 - 2",2023-02-19 18:00:00.000,2023-02-19 17:00:00.000,Played,335,188039,4426706,18
335,5345483,7465,10,8,4,0,0,0,27,2,0.162,12.8,1.618,8,20,3,3,1,1,0,0,6,9,3,1,8,23,11,12,5345483,"Brøndby - Horsens, 5 - 2",2023-02-19 18:00:00.000,2023-02-19 17:00:00.000,Played,335,188039,4426706,18
335,5345487,7456,4,15,6,0,2,1,20,0,0.109,16.4,0.4377,30,10,9,0,1,1,0,0,3,3,0,3,3,20,11,9,5345487,"Viborg - Midtjylland, 0 - 4",2023-02-20 19:00:00.000,2023-02-20 18:00:00.000,Played,335,188039,4426706,18
335,5345487,7455,12,10,1,0,2,1,40,4,0.198,15.6,2.374,9,13,15,8,0,5,2,0,4,7,6,2,4,11,2,9,5345487,"Viborg - Midtjylland, 0 - 4",2023-02-20 19:00:00.000,2023-02-20 18:00:00.000,Played,335,188039,4426706,18
335,5345490,7460,19,13,5,0,5,2,19,2,0.127,17.5,2.413,18,16,12,9,6,10,4,0,4,9,5,5,9,20,5,15,5345490,"Nordsjælland - OB, 4 - 2",2023-02-24 19:00:00.000,2023-02-24 18:00:00.000,Played,335,188039,4426706,19
335,5345490,7458,20,12,5,0,3,2,28,4,0.197,14.3,3.931,17,36,12,8,3,5,2,0,9,15,6,2,11,20,13,7,5345490,"Nordsjælland - OB, 4 - 2",2023-02-24 19:00:00.000,2023-02-24 18:00:00.000,Played,335,188039,4426706,19
335,5345491,7456,10,9,3,0,0,1,43,3,0.044,24.6,0.4373,14,16,11,6,1,7,4,0,2,3,2,1,1,32,11,21,5345491,"Horsens - Viborg, 0 - 3",2023-02-26 14:00:00.000,2023-02-26 13:00:00.000,Played,335,188039,4426706,19
335,5345494,7484,11,14,8,0,3,0,25,0,0.075,19.7,0.8265,12,17,9,2,4,6,1,0,5,5,1,3,3,16,4,12,5345494,"Randers - Lyngby, 1 - 0",2023-02-26 14:00:00.000,2023-02-26 13:00:00.000,Played,335,188039,4426706,19
335,5345494,7462,13,10,6,0,1,1,27,1,0.129,15,1.675,15,19,14,2,4,4,0,0,7,9,2,6,5,30,16,14,5345494,"Randers - Lyngby, 1 - 0",2023-02-26 14:00:00.000,2023-02-26 13:00:00.000,Played,335,188039,4426706,19
335,5345491,7465,4,12,5,0,3,4,23,0,0.143,19.2,0.5718,22,13,9,1,1,2,0,0,2,2,1,3,2,16,7,9,5345491,"Horsens - Viborg, 0 - 3",2023-02-26 14:00:00.000,2023-02-26 13:00:00.000,Played,335,188039,4426706,19
335,5345493,7454,8,12,2,0,5,1,20,0,0.07,17.8,0.5584,9,9,8,1,5,4,1,0,2,4,0,3,3,19,9,10,5345493,"København - AaB, 1 - 0",2023-02-26 16:00:00.000,2023-02-26 15:00:00.000,Played,335,188039,4426706,19
335,5345493,7452,26,9,4,0,0,2,45,1,0.142,18.1,3.684,28,36,12,7,9,10,0,2,8,16,7,3,9,23,10,13,5345493,"København - AaB, 1 - 0",2023-02-26 16:00:00.000,2023-02-26 15:00:00.000,Played,335,188039,4426706,19
335,5345489,7461,10,7,4,0,1,0,21,1,0.095,17.9,0.9528,22,20,11,4,3,5,1,1,2,5,3,3,3,22,13,9,5345489,"AGF - Silkeborg, 1 - 1",2023-02-26 18:00:00.000,2023-02-26 17:00:00.000,Played,335,188039,4426706,19
335,5345489,7457,2,11,3,0,5,2,24,1,0.179,9,0.3578,16,9,6,1,0,0,0,0,1,2,1,1,2,16,6,10,5345489,"AGF - Silkeborg, 1 - 1",2023-02-26 18:00:00.000,2023-02-26 17:00:00.000,Played,335,188039,4426706,19
335,5345492,7453,9,21,5,0,3,3,25,1,0.159,19.4,1.433,18,15,7,3,2,5,0,0,4,4,3,0,3,12,3,9,5345492,"Midtjylland - Brøndby, 0 - 1",2023-02-27 19:00:00.000,2023-02-27 18:00:00.000,Played,335,188039,4426706,19
335,5345492,7455,23,7,3,0,2,0,32,0,0.074,20,1.706,18,23,20,4,8,11,1,1,10,12,3,7,6,16,8,8,5345492,"Midtjylland - Brøndby, 0 - 1",2023-02-27 19:00:00.000,2023-02-27 18:00:00.000,Played,335,188039,4426706,19
335,5345495,7465,4,17,3,0,3,0,23,0,0.041,22.4,0.1646,12,10,14,1,1,2,0,0,2,2,1,3,1,26,15,11,5345495,"AGF - Horsens, 2 - 0",2023-03-03 19:00:00.000,2023-03-03 18:00:00.000,Played,335,188039,4426706,20
335,5345495,7457,12,17,9,0,1,1,24,2,0.151,16.1,1.818,11,15,14,3,4,5,1,0,5,7,2,5,6,22,2,20,5345495,"AGF - Horsens, 2 - 0",2023-03-03 19:00:00.000,2023-03-03 18:00:00.000,Played,335,188039,4426706,20
335,5345500,7456,9,9,2,0,1,0,21,2,0.164,15.8,1.478,16,16,6,6,0,3,3,0,3,6,3,2,6,14,5,9,5345500,"Viborg - Randers, 2 - 2",2023-03-05 14:00:00.000,2023-03-05 13:00:00.000,Played,335,188039,4426706,20
335,5345499,7458,15,11,5,0,2,3,30,1,0.144,17.8,2.16,10,26,10,6,4,8,3,0,5,7,3,2,4,21,8,13,5345499,"Silkeborg - Nordsjælland, 2 - 1",2023-03-05 14:00:00.000,2023-03-05 13:00:00.000,Played,335,188039,4426706,20
335,5345499,7461,5,11,2,0,0,0,9,2,0.132,18.3,0.6618,19,8,9,3,1,2,0,0,1,3,3,1,3,12,6,6,5345499,"Silkeborg - Nordsjælland, 2 - 1",2023-03-05 14:00:00.000,2023-03-05 13:00:00.000,Played,335,188039,4426706,20
335,5345500,7462,14,6,7,0,1,3,21,2,0.207,10.8,2.905,8,17,8,4,4,0,0,0,6,14,4,4,12,27,8,19,5345500,"Viborg - Randers, 2 - 2",2023-03-05 14:00:00.000,2023-03-05 13:00:00.000,Played,335,188039,4426706,20
335,5345498,7453,10,12,9,0,2,3,27,0,0.072,18.5,0.7182,13,23,16,5,2,4,1,0,3,6,4,2,6,25,11,14,5345498,"Lyngby - Brøndby, 1 - 0",2023-03-05 16:00:00.000,2023-03-05 15:00:00.000,Played,335,188039,4426706,20
335,5345498,7484,6,17,2,0,5,1,20,1,0.067,17.3,0.4036,12,12,10,2,2,2,0,0,2,4,2,3,3,22,10,12,5345498,"Lyngby - Brøndby, 1 - 0",2023-03-05 16:00:00.000,2023-03-05 15:00:00.000,Played,335,188039,4426706,20
335,5345496,7452,28,12,10,0,0,4,39,7,0.192,16.1,5.384,28,45,4,14,8,10,3,1,5,18,11,1,14,23,14,9,5345496,"København - OB, 7 - 0",2023-03-05 18:30:00.000,2023-03-05 17:30:00.000,Played,335,188039,4426706,20
335,5345496,7460,3,6,0,2,2,1,16,0,0.118,18.1,0.3535,3,9,10,0,2,2,0,0,1,1,0,0,1,12,4,8,5345496,"København - OB, 7 - 0",2023-03-05 18:30:00.000,2023-03-05 17:30:00.000,Played,335,188039,4426706,20
335,5345497,7454,12,11,1,0,1,2,17,0,0.158,17.7,1.894,11,15,7,7,3,4,4,2,0,8,3,1,4,23,12,11,5345497,"AaB - Midtjylland, 0 - 0",2023-03-06 19:00:00.000,2023-03-06 18:00:00.000,Played,335,188039,4426706,20
335,5345497,7455,12,8,3,0,2,3,26,0,0.063,24.8,0.7587,15,16,9,4,2,8,1,0,6,4,3,4,1,28,17,11,5345497,"AaB - Midtjylland, 0 - 0",2023-03-06 19:00:00.000,2023-03-06 18:00:00.000,Played,335,188039,4426706,20
335,5345504,7460,12,15,4,0,2,3,27,2,0.138,18,1.655,15,20,11,5,2,4,0,0,5,8,5,2,4,20,9,11,5345504,"OB - AaB, 2 - 1",2023-03-10 19:00:00.000,2023-03-10 18:00:00.000,Played,335,188039,4426706,21
335,5345504,7454,14,12,9,0,3,0,20,1,0.079,19.2,1.103,11,17,14,5,5,6,2,0,4,8,3,1,5,22,8,14,5345504,"OB - AaB, 2 - 1",2023-03-10 19:00:00.000,2023-03-10 18:00:00.000,Played,335,188039,4426706,21
335,5345505,7458,11,10,2,0,2,1,20,1,0.15,17.1,1.652,10,20,14,3,4,3,1,0,4,8,2,1,4,22,14,8,5345505,"Viborg - Nordsjælland, 1 - 1",2023-03-12 14:00:00.000,2023-03-12 13:00:00.000,Played,335,188039,4426706,21
335,5345506,7484,11,12,4,0,3,1,22,3,0.174,15.4,1.915,8,14,11,6,3,4,1,0,2,7,5,2,6,13,5,8,5345506,"Midtjylland - Lyngby, 1 - 3",2023-03-12 14:00:00.000,2023-03-12 13:00:00.000,Played,335,188039,4426706,21
335,5345506,7455,12,14,4,1,3,2,35,1,0.073,19.9,0.8775,18,24,12,5,4,7,2,1,2,5,3,1,2,25,14,11,5345506,"Midtjylland - Lyngby, 1 - 3",2023-03-12 14:00:00.000,2023-03-12 13:00:00.000,Played,335,188039,4426706,21
335,5345505,7456,11,15,3,0,2,1,36,1,0.183,14.4,2.013,17,21,10,2,2,3,0,2,5,8,2,0,6,18,7,11,5345505,"Viborg - Nordsjælland, 1 - 1",2023-03-12 14:00:00.000,2023-03-12 13:00:00.000,Played,335,188039,4426706,21
335,5345502,7452,11,6,5,0,1,0,47,4,0.154,18.3,1.699,20,23,10,5,2,6,2,0,4,5,3,1,5,28,17,11,5345502,"Horsens - København, 1 - 4",2023-03-12 16:00:00.000,2023-03-12 15:00:00.000,Played,335,188039,4426706,21
335,5345502,7465,7,11,5,0,0,2,31,1,0.139,20.1,0.9736,12,12,5,4,2,4,3,0,1,3,1,2,3,17,5,12,5345502,"Horsens - København, 1 - 4",2023-03-12 16:00:00.000,2023-03-12 15:00:00.000,Played,335,188039,4426706,21
335,5345501,7461,13,2,8,0,1,3,29,1,0.109,15.9,1.418,15,35,7,3,6,4,0,0,4,9,3,2,6,21,12,9,5345501,"Brøndby - Silkeborg, 2 - 1",2023-03-12 18:00:00.000,2023-03-12 17:00:00.000,Played,335,188039,4426706,21
335,5345501,7453,17,7,6,0,0,4,24,2,0.151,16,2.563,11,41,2,9,4,3,0,0,4,14,9,0,6,25,7,18,5345501,"Brøndby - Silkeborg, 2 - 1",2023-03-12 18:00:00.000,2023-03-12 17:00:00.000,Played,335,188039,4426706,21
335,5345503,7457,13,20,9,0,1,1,33,2,0.211,17.4,2.741,17,13,10,4,4,7,2,0,5,6,2,4,6,31,11,20,5345503,"Randers - AGF, 1 - 2",2023-03-13 19:00:00.000,2023-03-13 18:00:00.000,Played,335,188039,4426706,21
335,5345503,7462,9,10,3,1,3,0,16,1,0.042,22.9,0.38,5,10,19,3,2,7,1,0,4,2,2,7,1,21,11,10,5345503,"Randers - AGF, 1 - 2",2023-03-13 19:00:00.000,2023-03-13 18:00:00.000,Played,335,188039,4426706,21
335,5345510,7458,23,5,8,0,0,2,20,2,0.191,17,4.388,18,32,12,12,5,10,4,0,6,13,8,4,11,10,5,5,5345510,"Nordsjælland - Brøndby, 2 - 1",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345510,7453,8,12,3,0,3,1,5,1,0.083,19.1,0.6603,18,11,5,3,3,4,0,0,2,4,3,1,3,15,5,10,5345510,"Nordsjælland - Brøndby, 2 - 1",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345507,7460,11,8,6,0,2,1,43,0,0.125,18.6,1.379,10,12,15,4,3,5,3,0,4,6,1,3,4,29,17,12,5345507,"AGF - OB, 1 - 0",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345512,7465,15,10,9,0,0,1,26,1,0.155,16,2.323,16,32,6,6,4,5,0,0,5,10,6,3,8,21,11,10,5345512,"Lyngby - Horsens, 1 - 1",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345512,7484,13,6,6,0,0,0,31,1,0.103,17.6,1.342,13,22,10,8,3,6,3,0,2,7,5,2,5,25,5,20,5345512,"Lyngby - Horsens, 1 - 1",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345511,7461,15,9,11,0,2,0,17,3,0.127,15.2,1.909,13,31,8,5,7,4,1,0,3,11,4,2,7,16,7,9,5345511,"Silkeborg - Midtjylland, 3 - 3",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345511,7455,17,8,6,0,3,2,21,3,0.191,15.7,3.248,11,17,7,9,3,6,2,0,5,11,7,3,8,15,9,6,5345511,"Silkeborg - Midtjylland, 3 - 3",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345507,7457,12,15,5,1,5,0,31,1,0.237,12.7,2.844,19,22,8,6,2,3,1,0,4,9,5,2,8,21,11,10,5345507,"AGF - OB, 1 - 0",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345508,7456,10,12,3,0,3,0,29,1,0.126,18.2,1.258,13,11,10,3,3,4,2,1,3,6,1,2,4,25,11,14,5345508,"København - Viborg, 2 - 1",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345509,7454,13,15,4,0,2,2,17,0,0.191,10.9,2.485,7,23,17,5,3,1,0,0,5,12,5,4,9,36,20,16,5345509,"AaB - Randers, 0 - 1",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345509,7462,9,19,4,0,2,1,31,1,0.112,18,1.009,6,12,12,3,3,5,2,0,3,4,1,5,4,23,11,12,5345509,"AaB - Randers, 0 - 1",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5345508,7452,14,10,3,0,4,2,26,2,0.056,21.6,0.7901,20,14,12,6,3,10,5,0,5,4,1,0,2,29,15,14,5345508,"København - Viborg, 2 - 1",2023-03-19 15:00:00.000,2023-03-19 14:00:00.000,Played,335,188039,4426706,22
335,5452107,7460,8,12,3,0,4,1,27,1,0.068,20.6,0.5451,13,5,9,4,2,5,2,0,2,3,2,0,1,21,12,9,5452107,"OB - Midtjylland, 1 - 3",2023-03-31 19:00:00.000,2023-03-31 17:00:00.000,Played,335,188039,4428734,1
